-0.000500	0.003853
-0.000500	0.011272
-0.000500	0.016210
-0.000500	0.016283
-0.000500	0.011855
-0.000500	0.007116
-0.000500	0.005942
-0.000500	0.009993
-0.000500	0.018880
-0.000500	0.029029
-0.000500	0.036493
-0.000500	0.038904
-0.000500	0.037281
-0.000500	0.034495
-0.000500	0.033844
-0.000500	0.037737
-0.000500	0.044550
-0.000500	0.050854
-0.000500	0.054761
-0.000500	0.055164
-0.000500	0.052968
-0.000500	0.050294
-0.000500	0.049747
-0.000500	0.051809
-0.000500	0.055002
-0.000500	0.058598
-0.000500	0.060641
-0.000500	0.060605
-0.000500	0.059929
-0.000500	0.058662
-0.000500	0.056847
-0.000500	0.054525
-0.000500	0.051735
-0.000500	0.050437
-0.000500	0.051164
-0.000500	0.052478
-0.000500	0.053694
-0.000500	0.054177
-0.000500	0.052697
-0.000500	0.050043
-0.000500	0.048230
-0.000500	0.048479
-0.000500	0.051279
-0.000500	0.055795
-0.000500	0.059975
-0.000500	0.061273
-0.000500	0.059905
-0.000500	0.057997
-0.000500	0.056232
-0.000500	0.055883
-0.000499	0.057487
-0.000499	0.059613
-0.000499	0.060938
-0.000499	0.060237
-0.000499	0.058304
-0.000499	0.056516
-0.000499	0.056146
-0.000499	0.058372
-0.000499	0.062359
-0.000499	0.066048
-0.000499	0.067534
-0.000499	0.066983
-0.000499	0.065188
-0.000499	0.064170
-0.000499	0.065797
-0.000499	0.069229
-0.000499	0.073046
-0.000499	0.074652
-0.000499	0.073569
-0.000499	0.070639
-0.000499	0.067287
-0.000499	0.066754
-0.000499	0.068830
-0.000499	0.071393
-0.000499	0.073122
-0.000499	0.073438
-0.000499	0.073087
-0.000499	0.072763
-0.000499	0.072463
-0.000499	0.072186
-0.000499	0.072571
-0.000499	0.072928
-0.000499	0.071973
-0.000499	0.070448
-0.000499	0.069679
-0.000499	0.070894
-0.000499	0.073303
-0.000499	0.074889
-0.000499	0.075073
-0.000499	0.073958
-0.000499	0.072284
